"STATION,""NAME"",""LATITUDE"",""LONGITUDE"",""ELEVATION"",""DATE"",""PRCP"",""SNOW"",""SNWD"",""TAVG"",""TMAX"",""TMIN"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-05"",""0.01"",""0.0"",""0.0"",""57"",""68"",""48"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-06"",""0.00"",""0.0"",""0.0"",""62"",""77"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-07"",""0.00"",""0.0"",""0.0"",""58"",""69"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-08"",""0.03"",""0.0"",""0.0"",""62"",""75"",""50"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-09"",""0.00"",""0.0"",""0.0"",""60"",""67"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-10"",""0.04"",""0.0"",""0.0"",""55"",""62"",""50"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-11"",""0.00"",""0.0"",""0.0"",""54"",""67"",""50"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-12"",""0.00"",""0.0"",""0.0"",""60"",""77"",""49"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-13"",""0.00"",""0.0"",""0.0"",""67"",""85"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-14"",""0.00"",""0.0"",""0.0"",""71"",""88"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-15"",""0.00"",""0.0"",""0.0"",""65"",""69"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-16"",""0.00"",""0.0"",""0.0"",""59"",""68"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-17"",""0.00"",""0.0"",""0.0"",""58"",""67"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-18"",""0.00"",""0.0"",""0.0"",""58"",""66"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-19"",""0.04"",""0.0"",""0.0"",""60"",""72"",""45"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-20"",""0.00"",""0.0"",""0.0"",""60"",""68"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-21"",""0.00"",""0.0"",""0.0"",""60"",""72"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-22"",""0.00"",""0.0"",""0.0"",""63"",""79"",""51"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-23"",""0.00"",""0.0"",""0.0"",""68"",""80"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-24"",""0.00"",""0.0"",""0.0"",""62"",""70"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-25"",""0.00"",""0.0"",""0.0"",""60"",""68"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-26"",""0.00"",""0.0"",""0.0"",""59"",""68"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-27"",""0.00"",""0.0"",""0.0"",""60"",""75"",""51"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-28"",""0.00"",""0.0"",""0.0"",""61"",""70"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-29"",""0.00"",""0.0"",""0.0"",""58"",""65"",""50"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-30"",""0.00"",""0.0"",""0.0"",""56"",""67"",""48"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-05-31"",""0.00"",""0.0"",""0.0"",""56"",""67"",""49"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-01"",""0.00"",""0.0"",""0.0"",""56"",""68"",""48"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-02"",""0.00"",""0.0"",""0.0"",""62"",""77"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-03"",""0.01"",""0.0"",""0.0"",""61"",""63"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-04"",""0.00"",""0.0"",""0.0"",""55"",""69"",""49"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-05"",""0.00"",""0.0"",""0.0"",""58"",""69"",""49"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-06"",""0.00"",""0.0"",""0.0"",,""75"",""51"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-07"",""0.00"",""0.0"",""0.0"",,""68"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-08"",""0.25"",""0.0"",""0.0"",,""64"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-09"",""0.09"",""0.0"",""0.0"",,""63"",""49"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-10"",""0.06"",""0.0"",""0.0"",,""62"",""48"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-11"",""0.00"",""0.0"",""0.0"",,""68"",""48"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-12"",""0.00"",""0.0"",""0.0"",,""69"",""48"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-13"",""0.02"",""0.0"",""0.0"",,""67"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-14"",""0.00"",""0.0"",""0.0"",,""68"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-15"",""0.00"",""0.0"",""0.0"",,""73"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-16"",""0.00"",""0.0"",""0.0"",,""78"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-17"",""0.00"",""0.0"",""0.0"",,""88"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-18"",""0.00"",""0.0"",""0.0"",,""87"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-19"",""0.00"",""0.0"",""0.0"",,""85"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-20"",""0.00"",""0.0"",""0.0"",,""88"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-21"",""0.00"",""0.0"",""0.0"",,""69"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-22"",""0.00"",""0.0"",""0.0"",,""69"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-23"",""0.07"",""0.0"",""0.0"",,""72"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-24"",""0.13"",""0.0"",""0.0"",,""79"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-25"",""0.00"",""0.0"",""0.0"",,""71"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-26"",""0.00"",""0.0"",""0.0"",,""73"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-27"",""0.00"",""0.0"",""0.0"",,""67"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-28"",""0.00"",""0.0"",""0.0"",,""69"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-29"",""0.00"",""0.0"",""0.0"",,""72"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-06-30"",""0.00"",""0.0"",""0.0"",,""66"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-01"",""0.04"",""0.0"",""0.0"",,""71"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-02"",""0.00"",""0.0"",""0.0"",,""70"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-03"",""0.00"",""0.0"",""0.0"",,""76"",""50"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-04"",""0.00"",""0.0"",""0.0"",,""83"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-05"",""0.00"",""0.0"",""0.0"",,""85"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-06"",""0.00"",""0.0"",""0.0"",,""78"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-07"",""0.01"",""0.0"",""0.0"",,""74"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-08"",""0.00"",""0.0"",""0.0"",,""81"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-09"",""0.00"",""0.0"",""0.0"",,""72"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-10"",""0.00"",""0.0"",""0.0"",,""78"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-11"",""0.00"",""0.0"",""0.0"",,""82"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-12"",""0.00"",""0.0"",""0.0"",,""89"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-13"",""0.00"",""0.0"",""0.0"",,""85"",""61"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-14"",""0.00"",""0.0"",""0.0"",,""87"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-15"",""0.00"",""0.0"",""0.0"",,""93"",""63"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-16"",""0.00"",""0.0"",""0.0"",,""92"",""63"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-17"",""0.00"",""0.0"",""0.0"",,""85"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-18"",""0.00"",""0.0"",""0.0"",,""77"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-19"",""0.00"",""0.0"",""0.0"",,""70"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-20"",""0.00"",""0.0"",""0.0"",,""74"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-21"",""0.00"",""0.0"",""0.0"",,""79"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-22"",""0.00"",""0.0"",""0.0"",,""86"",""61"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-23"",""0.00"",""0.0"",""0.0"",,""90"",""63"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-24"",""0.00"",""0.0"",""0.0"",,""91"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-25"",""0.00"",""0.0"",""0.0"",,""92"",""62"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-26"",""0.00"",""0.0"",""0.0"",,""92"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-27"",""0.00"",""0.0"",""0.0"",,""88"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-28"",""0.00"",""0.0"",""0.0"",,""85"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-29"",""0.00"",""0.0"",""0.0"",,""94"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-30"",""0.00"",""0.0"",""0.0"",,""89"",""62"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-07-31"",""0.00"",""0.0"",""0.0"",,""80"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-01"",""0.00"",""0.0"",""0.0"",,""75"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-02"",""0.02"",""0.0"",""0.0"",,""70"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-03"",""0.01"",""0.0"",""0.0"",,""76"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-04"",""0.00"",""0.0"",""0.0"",,""81"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-05"",""0.00"",""0.0"",""0.0"",,""86"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-06"",""0.00"",""0.0"",""0.0"",,""89"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-07"",""0.00"",""0.0"",""0.0"",,""92"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-08"",""0.00"",""0.0"",""0.0"",,""94"",""62"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-09"",""0.00"",""0.0"",""0.0"",,""93"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-10"",""0.00"",""0.0"",""0.0"",,""82"",""62"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-11"",""0.05"",""0.0"",""0.0"",,""72"",""62"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-12"",""0.00"",""0.0"",""0.0"",,""73"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-13"",""0.00"",""0.0"",""0.0"",,""79"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-14"",""0.00"",""0.0"",""0.0"",,""85"",""62"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-15"",""0.00"",""0.0"",""0.0"",,""86"",""61"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-16"",""0.00"",""0.0"",""0.0"",,""73"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-17"",""0.00"",""0.0"",""0.0"",,""74"",""54"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-18"",""0.00"",""0.0"",""0.0"",,""81"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-19"",""0.00"",""0.0"",""0.0"",,""80"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-20"",""0.00"",""0.0"",""0.0"",,""81"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-21"",""0.00"",""0.0"",""0.0"",,""91"",""65"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-22"",""0.00"",""0.0"",""0.0"",,""89"",""59"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-23"",""0.01"",""0.0"",""0.0"",,""73"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-24"",""0.00"",""0.0"",""0.0"",,""69"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-25"",""0.00"",""0.0"",""0.0"",,""64"",""53"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-26"",""0.11"",""0.0"",""0.0"",,""65"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-27"",""0.00"",""0.0"",""0.0"",,""76"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-28"",""0.00"",""0.0"",""0.0"",""67"",""84"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-29"",""0.00"",""0.0"",""0.0"",""68"",""77"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-30"",""0.00"",""0.0"",""0.0"",""66"",""73"",""60"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-08-31"",""0.00"",""0.0"",""0.0"",""64"",""69"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-01"",""0.00"",""0.0"",""0.0"",""63"",""73"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-02"",""0.00"",""0.0"",""0.0"",""63"",""76"",""52"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-03"",""0.00"",""0.0"",""0.0"",""66"",""74"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-04"",""0.00"",""0.0"",""0.0"",""64"",""77"",""55"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-05"",""0.00"",""0.0"",""0.0"",""67"",""82"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-06"",""0.00"",""0.0"",""0.0"",""69"",""85"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-07"",""0.05"",""0.0"",""0.0"",""65"",""75"",""56"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-08"",""0.04"",""0.0"",""0.0"",""62"",""71"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-09"",""0.13"",""0.0"",""0.0"",""65"",""75"",""57"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-10"",""0.00"",""0.0"",""0.0"",""63"",""68"",""58"""
"TBM000024233,""MASERATI LEVANTE, WA US"",""47.4444"",""-122.3138"",""112.8"",""2018-09-11"",""0.00"",""0.0"",""0.0"",""61"",""67"",""56"""
